Episode,Step,State_Moisture,State_Temperature,State_Sunlight,Action,Reward,Next_Moisture,Next_Temperature,Next_Sunlight,Epsilon
8,11,Dry,High,High,Heater OFF,0,Dry,Optimal,High,0.76
8,12,Dry,Optimal,High,Heater OFF,3,Dry,Low,High,0.76
8,13,Dry,Low,High,Do nothing,0,Dry,Low,High,0.76
8,14,Dry,Low,High,Open shade curtains,0,Dry,Low,Medium,0.76
8,15,Dry,Low,Medium,Close shade curtains,4,Dry,Low,Low,0.76
8,16,Dry,Low,Low,Water Pump ON,0,Optimal,Low,Low,0.76
8,17,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.76
8,18,Optimal,Low,Low,Water Pump ON,3,Wet,Low,Low,0.76
8,19,Wet,Low,Low,Do nothing,0,Wet,Low,Low,0.76
8,20,Wet,Low,Low,Heater OFF,0,Wet,Optimal,Low,0.76
8,21,Wet,Optimal,Low,Heater OFF,3,Wet,Low,Low,0.76
8,22,Wet,Low,Low,Close shade curtains,0,Wet,Low,Low,0.76
8,23,Wet,Low,Low,Heater OFF,0,Wet,Optimal,High,0.76
8,24,Wet,Optimal,High,Heater ON,3,Wet,High,High,0.76
8,25,Wet,High,High,Water Pump OFF,0,Optimal,High,High,0.76
8,26,Optimal,High,High,Open shade curtains,3,Optimal,High,High,0.76
8,27,Optimal,High,High,Water Pump OFF,3,Dry,High,High,0.76
8,28,Dry,High,High,Open shade curtains,0,Dry,High,High,0.76
8,29,Dry,High,High,Open shade curtains,0,Dry,High,High,0.76
8,30,Dry,High,High,Open shade curtains,0,Dry,High,High,0.76
8,31,Dry,High,High,Water Pump OFF,-2,Optimal,High,High,0.76
8,32,Optimal,High,High,Open shade curtains,3,Optimal,High,High,0.76
8,33,Optimal,High,High,Open shade curtains,3,Optimal,High,High,0.76
8,34,Optimal,High,High,Do nothing,3,Optimal,High,High,0.76
8,35,Optimal,High,High,Heater OFF,3,Optimal,Optimal,High,0.76
8,36,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.76
8,37,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.76
8,38,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.76
8,39,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.76
8,40,Optimal,Optimal,High,Water Pump ON,6,Optimal,Optimal,High,0.76
8,41,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.76
8,42,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Low,0.76
8,43,Optimal,Optimal,Low,Water Pump ON,6,Optimal,Optimal,Low,0.76
8,44,Optimal,Optimal,Low,Water Pump OFF,6,Optimal,Optimal,Low,0.76
8,45,Optimal,Optimal,Low,Water Pump ON,6,Optimal,Optimal,Low,0.76
8,46,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.76
8,47,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.76
8,48,Optimal,Optimal,Low,Heater OFF,6,Optimal,Low,Low,0.76
8,49,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.76
8,50,Optimal,Low,Low,Open shade curtains,3,Optimal,Low,Medium,0.76
9,1,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.74
9,2,Optimal,Optimal,Medium,Heater ON,10,Optimal,High,Medium,0.74
9,3,Optimal,High,Medium,Water Pump OFF,7,Dry,High,High,0.74
9,4,Dry,High,High,Close shade curtains,0,Dry,High,Medium,0.74
9,5,Dry,High,Medium,Close shade curtains,4,Dry,High,Medium,0.74
9,6,Dry,High,Medium,Close shade curtains,4,Dry,High,Low,0.74
9,7,Dry,High,Low,Water Pump ON,0,Optimal,High,Low,0.74
9,8,Optimal,High,Low,Water Pump ON,3,Wet,High,Low,0.74
9,9,Wet,High,Low,Close shade curtains,0,Wet,High,Low,0.74
9,10,Wet,High,Low,Water Pump ON,-5,Wet,High,Low,0.74
9,11,Wet,High,Low,Water Pump ON,-5,Wet,High,Low,0.74
9,12,Wet,High,Low,Close shade curtains,0,Wet,High,Low,0.74
9,13,Wet,High,Low,Do nothing,0,Wet,High,Low,0.74
9,14,Wet,High,Low,Close shade curtains,0,Wet,High,Low,0.74
9,15,Wet,High,Low,Open shade curtains,0,Wet,High,Medium,0.74
9,16,Wet,High,Medium,Close shade curtains,4,Wet,High,Medium,0.74
9,17,Wet,High,Medium,Heater OFF,4,Wet,Optimal,Medium,0.74
9,18,Wet,Optimal,Medium,Close shade curtains,7,Wet,Optimal,Low,0.74
9,19,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.74
9,20,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.74
9,21,Wet,Optimal,Low,Do nothing,3,Wet,Optimal,Low,0.74
9,22,Wet,Optimal,Low,Water Pump ON,-2,Wet,Optimal,Low,0.74
9,23,Wet,Optimal,Low,Water Pump OFF,3,Optimal,Optimal,Low,0.74
9,24,Optimal,Optimal,Low,Water Pump OFF,6,Dry,Optimal,Low,0.74
9,25,Dry,Optimal,Low,Close shade curtains,3,Dry,Optimal,Low,0.74
9,26,Dry,Optimal,Low,Heater OFF,3,Dry,Low,Low,0.74
9,27,Dry,Low,Low,Heater OFF,0,Dry,Optimal,Low,0.74
9,28,Dry,Optimal,Low,Heater OFF,3,Dry,Optimal,Low,0.74
9,29,Dry,Optimal,Low,Heater OFF,3,Dry,Low,Low,0.74
9,30,Dry,Low,Low,Open shade curtains,0,Dry,Low,Medium,0.74
9,31,Dry,Low,Medium,Open shade curtains,4,Dry,Low,High,0.74
9,32,Dry,Low,High,Open shade curtains,0,Dry,Low,High,0.74
9,33,Dry,Low,High,Do nothing,0,Dry,Low,High,0.74
9,34,Dry,Low,High,Heater ON,0,Dry,Optimal,High,0.74
9,35,Dry,Optimal,High,Close shade curtains,3,Dry,Optimal,Medium,0.74
9,36,Dry,Optimal,Medium,Heater ON,7,Dry,High,Medium,0.74
9,37,Dry,High,Medium,Do nothing,4,Dry,High,Medium,0.74
9,38,Dry,High,Medium,Close shade curtains,4,Dry,High,Low,0.74
9,39,Dry,High,Low,Heater ON,-5,Dry,High,Low,0.74
9,40,Dry,High,Low,Close shade curtains,0,Dry,High,Low,0.74
9,41,Dry,High,Low,Do nothing,0,Dry,High,Low,0.74
9,42,Dry,High,Low,Heater OFF,0,Dry,Optimal,Low,0.74
9,43,Dry,Optimal,Low,Water Pump OFF,1,Optimal,Optimal,Low,0.74
9,44,Optimal,Optimal,Low,Water Pump ON,6,Wet,Optimal,Low,0.74
9,45,Wet,Optimal,Low,Water Pump OFF,3,Optimal,Optimal,Low,0.74
9,46,Optimal,Optimal,Low,Heater OFF,6,Optimal,Low,Low,0.74
9,47,Optimal,Low,Low,Water Pump ON,3,Wet,Low,Low,0.74
9,48,Wet,Low,Low,Close shade curtains,0,Wet,Low,Low,0.74
9,49,Wet,Low,Low,Heater ON,0,Wet,Optimal,Low,0.74
9,50,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.74
10,1,Optimal,Optimal,High,Water Pump OFF,6,Dry,Optimal,High,0.72
10,2,Dry,Optimal,High,Heater OFF,3,Dry,Low,High,0.72
10,3,Dry,Low,High,Heater ON,0,Dry,Optimal,High,0.72
10,4,Dry,Optimal,High,Water Pump OFF,1,Optimal,Optimal,High,0.72
10,5,Optimal,Optimal,High,Water Pump OFF,6,Dry,Optimal,High,0.72
10,6,Dry,Optimal,High,Heater OFF,3,Dry,Low,High,0.72
10,7,Dry,Low,High,Open shade curtains,0,Dry,Low,High,0.72
10,8,Dry,Low,High,Do nothing,0,Dry,Low,High,0.72
10,9,Dry,Low,High,Heater OFF,0,Dry,Optimal,High,0.72
10,10,Dry,Optimal,High,Water Pump OFF,1,Optimal,Optimal,High,0.72
10,11,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.72
10,12,Optimal,Optimal,High,Water Pump OFF,6,Dry,Optimal,High,0.72
10,13,Dry,Optimal,High,Do nothing,3,Dry,Optimal,High,0.72
10,14,Dry,Optimal,High,Close shade curtains,3,Dry,Optimal,High,0.72
10,15,Dry,Optimal,High,Open shade curtains,3,Dry,Optimal,High,0.72
10,16,Dry,Optimal,High,Heater ON,3,Dry,High,High,0.72
10,17,Dry,High,High,Do nothing,0,Dry,High,High,0.72
10,18,Dry,High,High,Water Pump OFF,-2,Optimal,High,High,0.72
10,19,Optimal,High,High,Water Pump ON,3,Wet,High,High,0.72
10,20,Wet,High,High,Water Pump ON,-5,Wet,High,High,0.72
10,21,Wet,High,High,Heater OFF,0,Wet,Optimal,High,0.72
10,22,Wet,Optimal,High,Close shade curtains,3,Wet,Optimal,Medium,0.72
10,23,Wet,Optimal,Medium,Close shade curtains,7,Wet,Optimal,Low,0.72
10,24,Wet,Optimal,Low,Water Pump OFF,3,Optimal,Optimal,Low,0.72
10,25,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.72
10,26,Optimal,Optimal,Low,Heater OFF,6,Optimal,Low,Low,0.72
10,27,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.72
10,28,Optimal,Low,Low,Heater OFF,3,Optimal,Optimal,Low,0.72
10,29,Optimal,Optimal,Low,Open shade curtains,6,Optimal,Optimal,Low,0.72
10,30,Optimal,Optimal,Low,Do nothing,6,Optimal,Optimal,Low,0.72
10,31,Optimal,Optimal,Low,Open shade curtains,6,Optimal,Optimal,Medium,0.72
10,32,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Medium,0.72
10,33,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.72
10,34,Optimal,Low,Medium,Water Pump OFF,7,Dry,Low,Medium,0.72
10,35,Dry,Low,Medium,Close shade curtains,4,Dry,Low,Low,0.72
10,36,Dry,Low,Low,Do nothing,0,Dry,Low,Low,0.72
10,37,Dry,Low,Low,Do nothing,0,Dry,Low,Low,0.72
10,38,Dry,Low,Low,Water Pump ON,0,Optimal,Low,Low,0.72
10,39,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.72
10,40,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.72
10,41,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.72
10,42,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.72
10,43,Optimal,Low,Low,Do nothing,3,Optimal,Low,Low,0.72
10,44,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.72
10,45,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.72
10,46,Optimal,Low,Low,Open shade curtains,3,Optimal,Low,Medium,0.72
10,47,Optimal,Low,Medium,Open shade curtains,7,Optimal,Low,High,0.72
10,48,Optimal,Low,High,Open shade curtains,3,Optimal,Low,High,0.72
10,49,Optimal,Low,High,Water Pump OFF,3,Dry,Low,High,0.72
10,50,Dry,Low,High,Open shade curtains,0,Dry,Low,High,0.72
11,1,Wet,Low,High,Heater ON,0,Wet,Optimal,High,0.7
11,2,Wet,Optimal,High,Close shade curtains,3,Wet,Optimal,Medium,0.7
11,3,Wet,Optimal,Medium,Water Pump ON,2,Wet,Optimal,Medium,0.7
11,4,Wet,Optimal,Medium,Water Pump OFF,7,Wet,Optimal,Medium,0.7
11,5,Wet,Optimal,Medium,Open shade curtains,7,Wet,Optimal,High,0.7
11,6,Wet,Optimal,High,Water Pump ON,-2,Wet,Optimal,High,0.7
11,7,Wet,Optimal,High,Do nothing,3,Wet,Optimal,High,0.7
11,8,Wet,Optimal,High,Open shade curtains,3,Wet,Optimal,High,0.7
11,9,Wet,Optimal,High,Open shade curtains,3,Wet,Optimal,High,0.7
11,10,Wet,Optimal,High,Close shade curtains,3,Wet,Optimal,Medium,0.7
11,11,Wet,Optimal,Medium,Heater OFF,7,Wet,Low,Medium,0.7
11,12,Wet,Low,Medium,Water Pump OFF,4,Optimal,Low,Medium,0.7
11,13,Optimal,Low,Medium,Close shade curtains,7,Optimal,Low,Low,0.7
11,14,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.7
11,15,Optimal,Low,Low,Water Pump OFF,3,Dry,Low,Low,0.7
11,16,Dry,Low,Low,Close shade curtains,0,Dry,Low,Low,0.7
11,17,Dry,Low,Low,Close shade curtains,0,Dry,Low,Low,0.7
11,18,Dry,Low,Low,Water Pump ON,0,Dry,Low,Low,0.7
11,19,Dry,Low,Low,Close shade curtains,0,Dry,Low,Low,0.7
11,20,Dry,Low,Low,Water Pump ON,0,Optimal,Low,Medium,0.7
11,21,Optimal,Low,Medium,Close shade curtains,7,Optimal,Low,Low,0.7
11,22,Optimal,Low,Low,Do nothing,3,Optimal,Low,Low,0.7
11,23,Optimal,Low,Low,Water Pump OFF,3,Dry,Low,Low,0.7
11,24,Dry,Low,Low,Close shade curtains,0,Dry,Low,Low,0.7
11,25,Dry,Low,Low,Do nothing,0,Dry,Low,Low,0.7
11,26,Dry,Low,Low,Heater ON,0,Dry,Optimal,Low,0.7
11,27,Dry,Optimal,Low,Heater OFF,3,Dry,Low,Low,0.7
11,28,Dry,Low,Low,Do nothing,0,Dry,Low,Low,0.7
11,29,Dry,Low,Low,Open shade curtains,0,Dry,Low,Medium,0.7
11,30,Dry,Low,Medium,Heater ON,4,Dry,Optimal,Medium,0.7
11,31,Dry,Optimal,Medium,Water Pump OFF,5,Optimal,Optimal,Medium,0.7
11,32,Optimal,Optimal,Medium,Water Pump OFF,10,Dry,Optimal,Medium,0.7
11,33,Dry,Optimal,Medium,Heater ON,7,Dry,High,Medium,0.7
11,34,Dry,High,Medium,Water Pump OFF,2,Optimal,High,Medium,0.7
11,35,Optimal,High,Medium,Water Pump ON,7,Wet,High,Medium,0.7
11,36,Wet,High,Medium,Water Pump OFF,4,Optimal,High,Medium,0.7
11,37,Optimal,High,Medium,Open shade curtains,7,Optimal,High,High,0.7
11,38,Optimal,High,High,Water Pump OFF,3,Dry,High,High,0.7
11,39,Dry,High,High,Close shade curtains,0,Dry,High,Medium,0.7
11,40,Dry,High,Medium,Close shade curtains,4,Dry,High,Low,0.7
11,41,Dry,High,Low,Close shade curtains,0,Dry,High,Low,0.7
11,42,Dry,High,Low,Water Pump OFF,-2,Optimal,High,Low,0.7
11,43,Optimal,High,Low,Do nothing,3,Optimal,High,Low,0.7
11,44,Optimal,High,Low,Do nothing,3,Optimal,High,Low,0.7
11,45,Optimal,High,Low,Water Pump ON,3,Wet,High,Low,0.7
11,46,Wet,High,Low,Heater ON,-5,Wet,High,Low,0.7
11,47,Wet,High,Low,Water Pump OFF,0,Optimal,High,Low,0.7
11,48,Optimal,High,Low,Do nothing,3,Optimal,High,Low,0.7
11,49,Optimal,High,Low,Heater ON,-2,Optimal,High,Low,0.7
11,50,Optimal,High,Low,Open shade curtains,3,Optimal,High,Medium,0.7
12,1,Wet,Low,Low,Heater ON,0,Wet,Optimal,Low,0.68
12,2,Wet,Optimal,Low,Do nothing,3,Wet,Optimal,Low,0.68
12,3,Wet,Optimal,Low,Water Pump OFF,3,Optimal,Optimal,Low,0.68
12,4,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.68
12,5,Optimal,Optimal,Low,Open shade curtains,6,Optimal,Optimal,Medium,0.68
12,6,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.68
12,7,Optimal,Low,Medium,Open shade curtains,7,Optimal,Low,High,0.68
12,8,Optimal,Low,High,Water Pump OFF,3,Dry,Low,High,0.68
12,9,Dry,Low,High,Do nothing,0,Dry,Low,High,0.68
12,10,Dry,Low,High,Water Pump ON,0,Optimal,Low,High,0.68
12,11,Optimal,Low,High,Open shade curtains,3,Optimal,Low,Low,0.68
12,12,Optimal,Low,Low,Open shade curtains,3,Optimal,Low,Medium,0.68
12,13,Optimal,Low,Medium,Open shade curtains,7,Optimal,Low,Medium,0.68
12,14,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.68
12,15,Optimal,Optimal,Medium,Water Pump OFF,10,Optimal,Optimal,Medium,0.68
12,16,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.68
12,17,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.68
12,18,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.68
12,19,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.68
12,20,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.68
12,21,Optimal,Optimal,Medium,Heater ON,10,Optimal,High,Medium,0.68
12,22,Optimal,High,Medium,Water Pump ON,7,Optimal,High,Medium,0.68
12,23,Optimal,High,Medium,Close shade curtains,7,Optimal,High,Low,0.68
12,24,Optimal,High,Low,Open shade curtains,3,Optimal,High,Medium,0.68
12,25,Optimal,High,Medium,Open shade curtains,7,Optimal,High,High,0.68
12,26,Optimal,High,High,Open shade curtains,3,Optimal,High,High,0.68
12,27,Optimal,High,High,Open shade curtains,3,Optimal,High,High,0.68
12,28,Optimal,High,High,Open shade curtains,3,Optimal,High,High,0.68
12,29,Optimal,High,High,Open shade curtains,3,Optimal,High,High,0.68
12,30,Optimal,High,High,Open shade curtains,3,Optimal,High,Medium,0.68
12,31,Optimal,High,Medium,Water Pump OFF,7,Dry,High,Medium,0.68
12,32,Dry,High,Medium,Close shade curtains,4,Dry,High,Medium,0.68
12,33,Dry,High,Medium,Water Pump ON,4,Dry,High,Medium,0.68
12,34,Dry,High,Medium,Heater ON,-1,Dry,High,Medium,0.68
12,35,Dry,High,Medium,Do nothing,4,Dry,High,Medium,0.68
12,36,Dry,High,Medium,Do nothing,4,Dry,High,Medium,0.68
12,37,Dry,High,Medium,Water Pump ON,4,Dry,High,Medium,0.68
12,38,Dry,High,Medium,Do nothing,4,Dry,High,Medium,0.68
12,39,Dry,High,Medium,Do nothing,4,Dry,High,Medium,0.68
12,40,Dry,High,Medium,Heater OFF,4,Dry,Optimal,Medium,0.68
12,41,Dry,Optimal,Medium,Open shade curtains,7,Dry,Optimal,High,0.68
12,42,Dry,Optimal,High,Water Pump OFF,1,Optimal,Optimal,High,0.68
12,43,Optimal,Optimal,High,Heater ON,6,Optimal,High,High,0.68
12,44,Optimal,High,High,Heater OFF,3,Optimal,Optimal,High,0.68
12,45,Optimal,Optimal,High,Water Pump ON,6,Wet,Optimal,High,0.68
12,46,Wet,Optimal,High,Close shade curtains,3,Wet,Optimal,Medium,0.68
12,47,Wet,Optimal,Medium,Water Pump OFF,7,Optimal,Optimal,Medium,0.68
12,48,Optimal,Optimal,Medium,Heater ON,10,Optimal,High,Medium,0.68
12,49,Optimal,High,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.68
12,50,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Optimal,Medium,0.68
13,1,Optimal,High,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.66
13,2,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.66
13,3,Optimal,Optimal,Medium,Water Pump ON,10,Wet,Optimal,Medium,0.66
13,4,Wet,Optimal,Medium,Heater OFF,7,Wet,Low,Medium,0.66
13,5,Wet,Low,Medium,Heater OFF,4,Wet,Low,Medium,0.66
13,6,Wet,Low,Medium,Heater OFF,4,Wet,Optimal,Medium,0.66
13,7,Wet,Optimal,Medium,Heater OFF,7,Wet,Low,Medium,0.66
13,8,Wet,Low,Medium,Heater OFF,4,Wet,Low,Medium,0.66
13,9,Wet,Low,Medium,Open shade curtains,4,Wet,Low,Medium,0.66
13,10,Wet,Low,Medium,Heater OFF,4,Wet,Optimal,Medium,0.66
13,11,Wet,Optimal,Medium,Heater OFF,7,Wet,Low,Medium,0.66
13,12,Wet,Low,Medium,Open shade curtains,4,Wet,Low,High,0.66
13,13,Wet,Low,High,Do nothing,0,Wet,Low,High,0.66
13,14,Wet,Low,High,Heater OFF,0,Wet,Optimal,High,0.66
13,15,Wet,Optimal,High,Close shade curtains,3,Wet,Optimal,High,0.66
13,16,Wet,Optimal,High,Do nothing,3,Wet,Optimal,High,0.66
13,17,Wet,Optimal,High,Water Pump OFF,3,Optimal,Optimal,High,0.66
13,18,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.66
13,19,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.66
13,20,Optimal,Optimal,High,Heater OFF,6,Optimal,Low,High,0.66
13,21,Optimal,Low,High,Heater OFF,3,Optimal,Low,High,0.66
13,22,Optimal,Low,High,Water Pump ON,3,Wet,Low,High,0.66
13,23,Wet,Low,High,Heater OFF,0,Wet,Optimal,High,0.66
13,24,Wet,Optimal,High,Do nothing,3,Wet,Optimal,High,0.66
13,25,Wet,Optimal,High,Close shade curtains,3,Wet,Optimal,Medium,0.66
13,26,Wet,Optimal,Medium,Close shade curtains,7,Wet,Optimal,Low,0.66
13,27,Wet,Optimal,Low,Heater ON,3,Wet,High,Low,0.66
13,28,Wet,High,Low,Open shade curtains,0,Wet,High,Medium,0.66
13,29,Wet,High,Medium,Heater OFF,4,Wet,Optimal,Medium,0.66
13,30,Wet,Optimal,Medium,Water Pump OFF,7,Optimal,Optimal,Medium,0.66
13,31,Optimal,Optimal,Medium,Water Pump OFF,10,Dry,Optimal,Medium,0.66
13,32,Dry,Optimal,Medium,Open shade curtains,7,Dry,Optimal,High,0.66
13,33,Dry,Optimal,High,Water Pump OFF,1,Optimal,Optimal,High,0.66
13,34,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.66
13,35,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.66
13,36,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.66
13,37,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.66
13,38,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Medium,0.66
13,39,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Low,0.66
13,40,Optimal,Optimal,Low,Water Pump OFF,6,Dry,Optimal,Low,0.66
13,41,Dry,Optimal,Low,Close shade curtains,3,Dry,Optimal,Low,0.66
13,42,Dry,Optimal,Low,Open shade curtains,3,Dry,Optimal,Medium,0.66
13,43,Dry,Optimal,Medium,Open shade curtains,7,Dry,Optimal,High,0.66
13,44,Dry,Optimal,High,Water Pump OFF,1,Optimal,Optimal,High,0.66
13,45,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.66
13,46,Optimal,Optimal,Medium,Water Pump OFF,10,Dry,Optimal,Medium,0.66
13,47,Dry,Optimal,Medium,Open shade curtains,7,Dry,Optimal,High,0.66
13,48,Dry,Optimal,High,Heater ON,3,Dry,High,High,0.66
13,49,Dry,High,High,Water Pump ON,0,Optimal,High,High,0.66
13,50,Optimal,High,High,Close shade curtains,3,Optimal,High,Medium,0.66
14,1,Wet,Optimal,Low,Water Pump OFF,3,Optimal,Optimal,Low,0.64
14,2,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.64
14,3,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.64
14,4,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.64
14,5,Optimal,Optimal,Low,Open shade curtains,6,Optimal,Optimal,Medium,0.64
14,6,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.64
14,7,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.64
14,8,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.64
14,9,Optimal,Low,Medium,Close shade curtains,7,Optimal,Low,Low,0.64
14,10,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.64
14,11,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.64
14,12,Optimal,Low,Low,Open shade curtains,3,Optimal,Low,Medium,0.64
14,13,Optimal,Low,Medium,Open shade curtains,7,Optimal,Low,High,0.64
14,14,Optimal,Low,High,Do nothing,3,Optimal,Low,High,0.64
14,15,Optimal,Low,High,Open shade curtains,3,Optimal,Low,High,0.64
14,16,Optimal,Low,High,Water Pump ON,3,Wet,Low,High,0.64
14,17,Wet,Low,High,Heater OFF,0,Wet,Low,High,0.64
14,18,Wet,Low,High,Do nothing,0,Wet,Low,High,0.64
14,19,Wet,Low,High,Open shade curtains,0,Wet,Low,High,0.64
14,20,Wet,Low,High,Close shade curtains,0,Wet,Low,Medium,0.64
14,21,Wet,Low,Medium,Open shade curtains,4,Wet,Low,High,0.64
14,22,Wet,Low,High,Close shade curtains,0,Wet,Low,Medium,0.64
14,23,Wet,Low,Medium,Close shade curtains,4,Wet,Low,Low,0.64
14,24,Wet,Low,Low,Close shade curtains,0,Wet,Low,Low,0.64
14,25,Wet,Low,Low,Close shade curtains,0,Wet,Low,Low,0.64
14,26,Wet,Low,Low,Close shade curtains,0,Wet,Low,Low,0.64
14,27,Wet,Low,Low,Close shade curtains,0,Wet,Low,Low,0.64
14,28,Wet,Low,Low,Do nothing,0,Wet,Low,Low,0.64
14,29,Wet,Low,Low,Do nothing,0,Wet,Low,Low,0.64
14,30,Wet,Low,Low,Do nothing,0,Wet,Low,Low,0.64
14,31,Wet,Low,Low,Heater OFF,0,Wet,Optimal,Low,0.64
14,32,Wet,Optimal,Low,Heater OFF,3,Wet,Low,Low,0.64
14,33,Wet,Low,Low,Heater OFF,0,Wet,Optimal,Low,0.64
14,34,Wet,Optimal,Low,Heater OFF,3,Wet,Low,Low,0.64
14,35,Wet,Low,Low,Water Pump ON,-5,Wet,Low,Low,0.64
14,36,Wet,Low,Low,Open shade curtains,0,Wet,Low,Low,0.64
14,37,Wet,Low,Low,Open shade curtains,0,Wet,Low,Medium,0.64
14,38,Wet,Low,Medium,Water Pump ON,-1,Wet,Low,Medium,0.64
14,39,Wet,Low,Medium,Heater ON,4,Wet,Optimal,Low,0.64
14,40,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.64
14,41,Wet,Optimal,Low,Do nothing,3,Wet,Optimal,Low,0.64
14,42,Wet,Optimal,Low,Water Pump OFF,3,Optimal,Optimal,Low,0.64
14,43,Optimal,Optimal,Low,Water Pump OFF,6,Dry,Optimal,Low,0.64
14,44,Dry,Optimal,Low,Close shade curtains,3,Dry,Optimal,Low,0.64
14,45,Dry,Optimal,Low,Water Pump ON,3,Dry,Optimal,Low,0.64
14,46,Dry,Optimal,Low,Do nothing,3,Dry,Optimal,Low,0.64
14,47,Dry,Optimal,Low,Open shade curtains,3,Dry,Optimal,Medium,0.64
14,48,Dry,Optimal,Medium,Heater ON,7,Dry,Optimal,Medium,0.64
14,49,Dry,Optimal,Medium,Heater ON,7,Dry,High,Medium,0.64
14,50,Dry,High,Medium,Do nothing,4,Dry,High,Medium,0.64
15,1,Wet,Low,Medium,Open shade curtains,4,Wet,Low,High,0.62
15,2,Wet,Low,High,Do nothing,0,Wet,Low,High,0.62
15,3,Wet,Low,High,Do nothing,0,Wet,Low,High,0.62
15,4,Wet,Low,High,Heater ON,0,Wet,Optimal,High,0.62
15,5,Wet,Optimal,High,Water Pump OFF,3,Optimal,Optimal,High,0.62
15,6,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.62
15,7,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.62
15,8,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.62
15,9,Optimal,Optimal,High,Water Pump ON,6,Wet,Optimal,High,0.62
15,10,Wet,Optimal,High,Open shade curtains,3,Wet,Optimal,High,0.62
15,11,Wet,Optimal,High,Water Pump ON,-2,Wet,Optimal,High,0.62
15,12,Wet,Optimal,High,Heater ON,3,Wet,High,High,0.62
